City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,canas,10.2501,-85.2076,297.62,86,100,1.12,CR,1700707918
363,isola di capo rizzuto,38.2256,17.474,293.21,74,6,10.03,IT,1700707921
364,sampit,-1.1276,112.9554,302.43,73,95,1.4,ID,1700707923
365,az zulfi,26.3497,44.8084,288.98,53,43,3.99,SA,1700707929
366,taquaritinga,-21.4925,-48.5149,297.37,80,100,2.99,BR,1700707932
367,xining,34.2552,99.1455,264.22,34,1,1.05,CN,1700707934
368,charlestown,16.5284,-62.9444,300.86,71,0,6.01,KN,1700707939
369,san agustin de valle fertil,-30.0279,-67.8017,288.25,81,0,4.43,AR,1700707941
370,ola,61.3017,152.8713,248.09,93,100,2.57,RU,1700707954
371,saint-jean-de-monts,45.9612,-2.9226,285.97,69,13,6.02,FR,1700707970
372,kyzyl-burun,41.3,49.731,285.47,68,10,2.53,AZ,1700707972
373,ohara,34.503,141.6438,294.71,75,91,9.21,JP,1700707981
374,dauphin,50.833,-100.3448,262.22,61,9,2.8,CA,1700707983
375,borogontsy,62.2974,130.9804,246.34,91,100,2.49,RU,1700707988
376,nizhneudinsk,54.1364,98.7176,250.15,76,4,1.42,RU,1700707996
377,lorengau,-1.3541,145.908,301.74,74,89,3.19,PG,1700708005
378,vkhodnoy,54.7624,73.2378,271.08,92,100,5.42,RU,1700708016
379,caribou,46.9631,-67.9909,274.41,92,100,1.54,US,1700708030
380,pekan,3.211,103.5533,300.0,82,99,4.9,MY,1700708051
381,stanley,-52.0334,-60.9967,278.86,78,54,9.64,FK,1700708060
382,fada n'gourma,11.977,0.9776,298.18,24,80,1.76,BF,1700708067
383,qarazhal,47.9758,70.8499,275.51,71,72,9.91,KZ,1700708069
384,iqaluit,70.452,-83.3499,259.2,95,100,6.45,CA,1700708085
385,bucecea,47.7766,26.5238,273.36,90,100,2.57,RO,1700708097
386,oruro,-18.3422,-67.6222,285.69,30,64,1.67,BO,1700708099
387,ingeniero jacobacci,-42.102,-70.1946,279.27,68,1,5.05,AR,1700708104
388,kajaani,64.3739,27.7564,271.25,93,100,7.2,FI,1700708113
389,bonga,7.0777,36.6862,287.22,93,7,1.28,ET,1700708125
390,katsuura,33.8428,140.8594,294.7,74,64,8.33,JP,1700708136
391,caister-on-sea,52.9614,2.3913,284.82,85,71,11.32,GB,1700708138
392,aleshtar,33.9518,48.3955,273.01,20,100,0.81,IR,1700708139
393,la chevroliere,47.038,-1.5647,281.58,93,100,0.0,FR,1700708141
394,tsiolkovskiy,52.9962,129.306,255.54,55,0,4.89,RU,1700708143
395,al mindak,19.4976,40.7665,302.06,74,76,1.86,SA,1700708145
396,thompson,68.6287,-93.965,252.04,86,4,9.74,CA,1700708150
397,bethel,58.4222,-163.6365,277.79,93,100,11.46,US,1700708160
398,khandyga,67.4583,136.4164,237.08,100,100,0.34,RU,1700708176
399,anqing,30.5181,116.8149,294.22,40,0,4.24,CN,1700708178
400,pariaman,-0.4775,98.4303,299.48,72,99,1.23,ID,1700708190
401,dalandzadgad,42.9621,103.6877,260.42,37,6,0.77,MN,1700708205
402,erdenet,48.9091,103.987,253.47,78,67,0.88,MN,1700708220
403,sunrise manor,37.2277,-115.3335,280.63,21,57,1.05,US,1700708222
404,aoulef,26.0549,1.2622,289.66,29,1,3.94,DZ,1700708229
405,irbit,58.1984,62.4725,272.85,95,100,5.07,RU,1700708235
406,mount isa,-21.5517,142.595,306.25,34,30,2.18,AU,1700708236
407,myskhako,43.4966,37.1596,284.14,83,100,12.57,RU,1700708253
408,san juan del sur,10.6858,-86.7241,302.07,76,30,8.68,NI,1700708255
409,rudnik nad sanem,50.4784,22.2163,270.48,54,100,3.57,PL,1700708267
410,vodnyy,63.4646,53.2905,263.68,94,100,2.96,RU,1700708281
411,bethel,59.116,-160.7201,275.27,92,100,11.02,US,1700708302
412,necochea,-38.0343,-59.1102,283.4,88,7,1.91,AR,1700708311
413,bechar,31.9142,-2.7822,282.39,56,3,3.95,DZ,1700708315
414,rio grande,-32.1193,-52.2721,291.48,83,72,2.7,BR,1700708319
415,ahau,-11.9114,176.2503,302.03,74,98,3.03,FJ,1700708321
416,moama,-35.9673,144.3081,302.69,27,100,4.31,AU,1700708322
417,bafoulabe,13.5058,-10.462,296.13,16,93,1.0,ML,1700708345
